track_name,track_artist,mood,track_popularity,energy,tempo,danceability,loudness,liveness,valence,speechiness,instrumentalness,mode,key,duration_ms,acousticness,track_popularity
Anti-Hero,Taylor Swift,other,81,0.648,96.888,0.633,-6.645,0.161,0.49,0.062,2.62e-06,1,4,200690,0.121,81
Complicated,Avril Lavigne,other,81,0.776,77.987,0.585,-5.898,0.3,0.427,0.0459,7.74e-06,1,5,244507,0.0572,81
Paradise,Coldplay,other,81,0.585,139.631,0.449,-6.761,0.0833,0.212,0.0268,8.75e-05,1,5,278719,0.0509,81
Memories,Maroon 5,romantic,82,0.327,91.05,0.775,-7.241,0.0821,0.595,0.0557,0.0,1,11,189486,0.841,82
Thinking out Loud,Ed Sheeran,romantic,81,0.445,78.998,0.781,-6.061,0.184,0.591,0.0295,0.0,1,2,281560,0.474,81
Drops of Jupiter (Tell Me),Train,other,80,0.638,79.064,0.481,-5.862,0.154,0.497,0.0276,0.0,1,0,259933,0.153,80
Dance The Night - From Barbie The Album,Dua Lipa,happy,80,0.845,110.056,0.671,-4.93,0.329,0.775,0.048,0.0,0,11,176579,0.0207,80
I Ain't Worried,OneRepublic,happy,79,0.797,139.994,0.704,-5.927,0.0546,0.825,0.0475,0.000745,1,0,148486,0.0826,79
Try,P!nk,other,79,0.628,103.998,0.674,-7.079,0.0944,0.552,0.03,0.0,1,2,247907,0.00144,79
This Love,Maroon 5,happy,82,0.862,95.051,0.712,-4.612,0.093,0.809,0.0378,0.0,0,5,206200,0.0525,82
7 Years,Lukas Graham,other,79,0.473,119.992,0.765,-5.829,0.391,0.34,0.0514,0.0,1,10,237300,0.287,79
Heartbreak Anniversary,Giveon,romantic,79,0.465,89.087,0.449,-8.964,0.303,0.543,0.0791,1.02e-06,1,0,198371,0.524,79
Cold Heart - PNAU Remix,"Elton John, Dua Lipa, PNAU",happy,79,0.798,116.032,0.796,-6.312,0.0952,0.942,0.0317,4.19e-05,1,1,202735,0.034,79
Like I'm Gonna Lose You (feat. John Legend),"Meghan Trainor, John Legend",other,78,0.53,108.038,0.63,-7.259,0.177,0.417,0.0434,0.0,1,0,225053,0.4,78
Until I Found You (with Em Beihold) - Em Beihold Version,"Stephen Sanchez, Em Beihold",other,78,0.55,101.19,0.551,-5.339,0.202,0.342,0.0286,0.0,1,10,176440,0.777,78
She Will Be Loved - Radio Mix,Maroon 5,other,80,0.663,102.0,0.651,-5.569,0.0994,0.465,0.0281,0.0,0,0,259453,0.228,80
This Town,Niall Horan,sad,78,0.401,111.825,0.677,-8.467,0.116,0.195,0.0308,0.0,1,9,232852,0.712,78
Lil Boo Thang,Paul Russell,happy,78,0.699,114.481,0.85,-3.292,0.32,0.915,0.0776,0.0,1,0,114234,0.152,78
STAY (with Justin Bieber),"The Kid LAROI, Justin Bieber",hype,78,0.764,169.928,0.591,-5.484,0.103,0.478,0.0483,0.0,1,1,141806,0.0383,78
Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",romantic,78,0.45,178.765,0.597,-6.658,0.382,0.537,0.0418,0.0,1,8,228482,0.223,78
Marry You,Bruno Mars,hype,78,0.82,144.905,0.621,-4.865,0.104,0.452,0.0367,0.0,1,10,230192,0.332,78
Dancing On My Own,Calum Scott,sad,78,0.174,112.672,0.681,-8.745,0.0983,0.231,0.0315,3.35e-05,1,1,260285,0.837,78
Without Me,Halsey,romantic,78,0.488,136.07,0.752,-7.05,0.0936,0.533,0.0705,9.2e-06,1,6,201661,0.293,78
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",other,77,0.738,119.976,0.721,-4.77,0.118,0.637,0.0403,4.41e-06,1,7,154983,0.00226,77
Best Day Of My Life,American Authors,other,77,0.902,100.012,0.673,-2.392,0.0558,0.536,0.0346,0.000227,1,2,194240,0.0591,77
Sugar,Maroon 5,happy,78,0.788,120.076,0.748,-7.055,0.0863,0.884,0.0334,0.0,1,1,235493,0.0591,78
The Middle,"Zedd, Maren Morris, Grey",other,76,0.657,107.01,0.753,-3.061,0.112,0.437,0.0449,0.0,1,7,184732,0.171,76
Lose You To Love Me,Selena Gomez,sad,76,0.342,102.819,0.516,-8.985,0.21,0.0993,0.0425,0.0,1,4,206459,0.55,76
Nothing Breaks Like a Heart (feat. Miley Cyrus),"Mark Ronson, Miley Cyrus",other,76,0.794,114.066,0.601,-5.844,0.418,0.244,0.0671,1.36e-06,0,7,217099,0.00987,76
Last Night,Morgan Wallen,other,76,0.673,203.812,0.492,-5.431,0.137,0.488,0.0347,0.0,1,6,163855,0.413,76
Royals,Lorde,sad,76,0.426,84.876,0.674,-9.504,0.132,0.337,0.122,0.0,1,7,190185,0.12,76
Bleeding Love,Leona Lewis,other,75,0.656,104.036,0.638,-5.886,0.146,0.225,0.0357,0.0,1,5,262467,0.188,75
A Thousand Miles,Vanessa Carlton,angry,75,0.825,94.931,0.56,-3.862,0.161,0.268,0.0379,0.0,1,11,237493,0.323,75
Love Story (Taylor’s Version),Taylor Swift,angry,75,0.792,119.054,0.627,-4.311,0.0845,0.415,0.031,3.97e-06,1,2,235767,0.13,75
Señorita,"Shawn Mendes, Camila Cabello",romantic,75,0.54,116.947,0.759,-6.039,0.0945,0.75,0.0287,0.0,0,9,190960,0.037,75
Wide Awake,Katy Perry,other,74,0.683,159.878,0.515,-5.099,0.392,0.572,0.0371,2.64e-06,1,5,220947,0.0749,74
I'm Yours,Jason Mraz,romantic,74,0.444,150.96,0.703,-9.331,0.0973,0.712,0.0417,0.0,1,11,242947,0.559,74
Wherever You Will Go,The Calling,other,74,0.719,112.027,0.558,-5.113,0.115,0.371,0.0267,0.0,1,2,208600,0.0367,74
Somebody That I Used To Know,"Gotye, Kimbra",romantic,74,0.495,129.062,0.864,-7.036,0.0992,0.72,0.037,0.000133,1,0,244973,0.591,74
Girl on Fire,Alicia Keys,other,74,0.706,92.513,0.482,-5.762,0.105,0.144,0.0607,0.00106,1,9,224920,0.135,74
You Know I'm No Good,Amy Winehouse,other,74,0.495,103.375,0.694,-14.222,0.0644,0.799,0.0329,0.00351,1,9,257187,0.0137,74
Be Alright,Dean Lewis,other,74,0.586,126.684,0.553,-6.319,0.0813,0.443,0.0362,0.0,1,11,196373,0.697,74
Someone To You,BANNERS,happy,74,0.903,74.988,0.52,-5.497,0.254,0.652,0.042,0.0,1,2,219801,0.00517,74
Arcade,Duncan Laurence,sad,73,0.331,72.023,0.459,-12.603,0.135,0.271,0.0421,0.00104,0,9,183624,0.817,73
Fight Song,Rachel Platten,angry,73,0.714,175.924,0.564,-4.987,0.155,0.33,0.129,0.0,1,7,204013,0.0549,73
Teenage Dream,Katy Perry,hype,73,0.798,120.012,0.719,-4.582,0.134,0.591,0.0361,2.34e-06,1,10,227741,0.0162,73
What About Us,P!nk,other,72,0.588,113.608,0.491,-6.177,0.0906,0.193,0.0506,2.01e-06,1,1,269600,0.0281,72
Demons,Imagine Dragons,angry,72,0.71,89.929,0.5,-3.015,0.329,0.419,0.0339,0.00025,1,3,175200,0.19,72
If You Love Her,Forest Blakk,sad,72,0.445,50.827,0.286,-8.087,0.114,0.278,0.0347,0.0,1,6,217352,0.355,72
Issues,Julia Michaels,chill,72,0.415,114.145,0.728,-6.852,0.0616,0.455,0.0639,0.0,1,8,176320,0.401,72
You Say,Lauren Daigle,other,72,0.632,147.873,0.494,-6.89,0.0869,0.0797,0.0342,0.0,1,5,274693,0.682,72
If the World Was Ending (feat. Julia Michaels),"JP Saxe, Julia Michaels",romantic,72,0.473,75.801,0.464,-10.086,0.109,0.604,0.129,0.0,1,1,208687,0.866,72
Halo,Beyoncé,other,71,0.72,79.983,0.508,-5.908,0.0563,0.472,0.0628,0.0,0,11,261640,0.272,71
We Are Young (feat. Janelle Monáe),"fun., Janelle Monáe",happy,71,0.638,184.086,0.378,-5.576,0.0849,0.735,0.075,7.66e-05,1,10,250627,0.02,71
No One,Alicia Keys,other,71,0.549,90.04,0.644,-5.415,0.134,0.167,0.0285,8.85e-06,0,1,253813,0.0209,71
Back To Black,Amy Winehouse,angry,70,0.725,123.28,0.49,-3.304,0.0983,0.335,0.0392,2.68e-05,1,10,240440,0.123,70
"10,000 Hours (with Justin Bieber)","Dan + Shay, Justin Bieber",other,70,0.63,89.991,0.654,-4.644,0.111,0.43,0.0259,0.0,1,10,167693,0.153,70
Rise Up,Andra Day,sad,70,0.316,118.582,0.398,-7.031,0.295,0.174,0.0368,0.0,1,1,253342,0.805,70
Part Of Me,Katy Perry,happy,70,0.922,130.007,0.666,-4.645,0.0867,0.758,0.0352,0.0,1,5,216160,0.000348,70
jar of hearts,Christina Perri,sad,69,0.348,74.541,0.349,-6.142,0.12,0.0886,0.0316,0.0,1,3,246587,0.726,69
Chandelier,Sia,other,69,0.787,117.089,0.399,-2.88,0.0685,0.572,0.0499,6.07e-05,1,1,216120,0.0197,69
Control,Zoe Wees,other,69,0.465,113.81,0.6,-4.951,0.149,0.0682,0.0314,1.48e-06,1,4,230880,0.643,69
Locked out of Heaven,Bruno Mars,happy,89,0.698,143.994,0.726,-4.165,0.309,0.867,0.0431,0.0,1,5,233478,0.049,89
Starboy,"The Weeknd, Daft Punk",other,87,0.587,186.003,0.679,-7.015,0.137,0.486,0.276,6.35e-06,1,7,230453,0.141,87
Without Me,Eminem,happy,86,0.669,112.238,0.908,-2.827,0.237,0.662,0.0738,0.0,1,7,290320,0.00286,86
Shape of You,Ed Sheeran,happy,86,0.652,95.977,0.825,-3.183,0.0931,0.931,0.0802,0.0,0,1,233713,0.581,86
Give Me Everything (feat. Nayer),"Pitbull, AFROJACK, Ne-Yo, Nayer",hype,84,0.939,129.024,0.671,-3.206,0.298,0.53,0.161,0.0,1,8,252307,0.191,84
Take on Me,a-ha,happy,84,0.902,84.412,0.573,-7.638,0.0928,0.876,0.054,0.00125,0,6,225280,0.018,84
Hips Don't Lie (feat. Wyclef Jean),"Shakira, Wyclef Jean",happy,84,0.824,100.024,0.778,-5.892,0.405,0.758,0.0707,0.0,0,10,218093,0.284,84
Yeah! (feat. Lil Jon & Ludacris),"USHER, Lil Jon, Ludacris",other,84,0.791,105.018,0.894,-4.699,0.0388,0.583,0.112,0.0,1,2,250373,0.0183,84
Shut Up and Dance,WALK THE MOON,hype,83,0.866,128.038,0.578,-3.804,0.257,0.619,0.0619,0.0,1,1,199080,0.00701,83
Livin' On A Prayer,Bon Jovi,happy,83,0.887,122.509,0.532,-3.757,0.294,0.794,0.0335,0.000206,1,0,249293,0.0778,83
Wake Me Up,Avicii,hype,83,0.783,124.08,0.532,-5.697,0.161,0.643,0.0523,0.0012,1,2,247427,0.0038,83
Toxic,Britney Spears,happy,83,0.838,143.04,0.774,-3.914,0.242,0.924,0.114,0.025,0,5,198800,0.0249,83
Sweet Dreams (Are Made of This) - 2005 Remaster,"Eurythmics, Annie Lennox, Dave Stewart",happy,83,0.711,125.135,0.692,-7.498,0.12,0.875,0.0317,0.0,0,0,216933,0.225,83
TiK ToK,Kesha,happy,83,0.837,120.028,0.755,-2.718,0.289,0.714,0.142,0.0,0,2,199693,0.0991,83
Sorry,Justin Bieber,angry,83,0.76,99.947,0.655,-3.669,0.299,0.409,0.045,0.0,0,0,200787,0.0797,83
Dancing Queen,ABBA,happy,82,0.87,100.804,0.543,-6.514,0.792,0.754,0.0428,0.000939,1,9,230400,0.358,82
Outside (feat. Ellie Goulding),"Calvin Harris, Ellie Goulding",hype,82,0.823,128.035,0.646,-4.123,0.322,0.418,0.0394,0.0,0,2,227267,0.213,82
The Way I Are,"Timbaland, Keri Hilson, D.O.E.",happy,82,0.807,114.742,0.729,-6.492,0.319,0.765,0.0936,0.75,1,6,179120,0.181,82
Timber,"Pitbull, Kesha",happy,82,0.963,129.992,0.581,-4.087,0.139,0.788,0.0981,0.0,1,11,204160,0.0295,82
The Nights,Avicii,happy,82,0.835,125.983,0.527,-5.298,0.249,0.654,0.0433,0.0,1,6,176658,0.0166,82
DJ Got Us Fallin' In Love (feat. Pitbull),"USHER, Pitbull",happy,81,0.861,119.963,0.663,-3.398,0.082,0.654,0.109,0.0,0,7,220800,0.0338,81
...Baby One More Time,Britney Spears,happy,81,0.699,92.96,0.759,-5.745,0.443,0.907,0.0307,0.000131,0,0,211067,0.202,81
Ms. Jackson,Outkast,other,81,0.806,94.948,0.843,-5.946,0.0771,0.613,0.269,0.0,0,4,270507,0.143,81
Poker Face,Lady Gaga,happy,81,0.806,119.001,0.851,-4.618,0.121,0.774,0.0787,1.72e-06,1,4,237200,0.119,81
Time of Our Lives,"Pitbull, Ne-Yo",happy,82,0.802,124.022,0.721,-5.797,0.694,0.724,0.0583,0.0,1,1,229360,0.0921,82
Summer,Calvin Harris,happy,81,0.856,127.949,0.596,-3.556,0.141,0.743,0.0346,0.0178,0,4,222533,0.0211,81
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,happy,81,0.824,118.818,0.709,-8.824,0.0888,0.867,0.0453,0.000307,1,1,291293,0.207,81
Don't Let Me Down,"The Chainsmokers, Daya",hype,80,0.869,159.805,0.533,-5.093,0.136,0.425,0.173,0.00538,1,11,208373,0.156,80
Gimme More,Britney Spears,angry,80,0.844,113.324,0.788,-3.131,0.0723,0.382,0.0334,0.000678,1,2,251240,0.25,80
24K Magic,Bruno Mars,other,80,0.803,106.97,0.818,-4.282,0.153,0.632,0.0797,0.0,1,1,225983,0.034,80
Girls Just Want to Have Fun,Cyndi Lauper,happy,80,0.799,120.372,0.71,-4.897,0.349,0.725,0.0328,0.000602,1,6,238267,0.22,80
Summer Of '69,Bryan Adams,happy,80,0.834,139.13,0.509,-6.205,0.0732,0.774,0.0386,0.0,1,2,216053,0.0183,80
Stereo Hearts (feat. Adam Levine),"Gym Class Heroes, Adam Levine",happy,80,0.795,89.99,0.646,-3.293,0.267,0.796,0.0976,0.0,1,9,210960,0.0319,80
Call Me Maybe,Carly Rae Jepsen,happy,80,0.58,120.021,0.782,-6.548,0.108,0.66,0.0407,2.28e-06,1,7,193400,0.0114,80
No Lie,"Sean Paul, Dua Lipa",angry,80,0.882,102.04,0.742,-2.862,0.206,0.463,0.117,0.0,1,7,221176,0.0466,80
Titanium (feat. Sia),"David Guetta, Sia",hype,80,0.787,126.062,0.604,-3.674,0.127,0.301,0.103,0.15,0,0,245040,0.0679,80
SexyBack (feat. Timbaland),"Justin Timberlake, Timbaland",happy,80,0.583,117.0,0.967,-5.562,0.0519,0.964,0.0789,0.0,0,7,242733,0.0584,80
I Gotta Feeling,Black Eyed Peas,other,80,0.766,127.966,0.744,-6.375,0.509,0.61,0.0265,0.0,1,0,289133,0.0873,80
What Do You Mean?,Justin Bieber,happy,79,0.567,125.02,0.845,-8.118,0.0811,0.793,0.0956,0.00142,0,5,205680,0.59,79
Don't Stop The Music,Rihanna,other,79,0.669,122.669,0.834,-5.582,0.0535,0.547,0.0637,7.18e-05,0,6,267080,0.0341,79
Wannabe,Spice Girls,happy,79,0.864,110.009,0.768,-6.149,0.162,0.891,0.0324,0.0,1,11,173027,0.101,79
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance","Maroon 5, Christina Aguilera",hype,79,0.761,128.046,0.722,-4.46,0.315,0.624,0.0475,0.0,0,11,201493,0.0119,79
Oops!...I Did It Again,Britney Spears,happy,79,0.834,95.053,0.751,-5.444,0.355,0.894,0.0437,1.77e-05,0,1,211160,0.3,79
Tainted Love,Soft Cell,romantic,79,0.501,144.438,0.5,-8.284,0.26,0.623,0.0376,0.0,0,0,153800,0.462,79
Just Dance,"Lady Gaga, Colby O'Donis",happy,79,0.739,118.99,0.822,-4.541,0.181,0.745,0.0311,4.28e-05,0,1,241933,0.0264,79
Blame (feat. John Newman),"Calvin Harris, John Newman",hype,79,0.857,128.024,0.414,-4.078,0.343,0.348,0.0808,0.00574,0,0,212960,0.0287,79
Candy Shop,"50 Cent, Olivia",happy,78,0.574,125.18,0.613,-7.961,0.38,0.755,0.467,3.13e-05,1,11,209107,0.0253,78
Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,romantic,78,0.491,119.528,0.749,-9.655,0.159,0.536,0.0403,0.00899,1,10,292613,0.02,78
Don't You Worry Child - Radio Edit,"Swedish House Mafia, John Martin",hype,78,0.84,129.042,0.612,-3.145,0.116,0.438,0.0509,0.0,0,11,212862,0.112,78
Sugar (feat. Francesco Yates),"Robin Schulz, Francesco Yates",hype,78,0.815,123.063,0.636,-5.098,0.163,0.636,0.0581,0.0,0,5,219043,0.0185,78
Rock Your Body,Justin Timberlake,happy,78,0.714,100.972,0.892,-6.055,0.0521,0.817,0.141,0.000234,0,4,267267,0.201,78
Disturbia,Rihanna,happy,78,0.814,124.921,0.707,-4.509,0.168,0.717,0.0577,0.0,0,11,238627,0.0861,78
Believe,Cher,other,78,0.917,132.975,0.652,-6.72,0.0509,0.459,0.0548,0.0,1,6,239027,0.0082,78
Don't Go Breaking My Heart,"Elton John, Kiki Dee",happy,78,0.844,131.459,0.729,-8.824,0.0604,0.777,0.0344,2.87e-06,1,5,275440,0.149,78
Can't Get You out of My Head,Kylie Minogue,happy,78,0.563,126.007,0.766,-7.516,0.115,0.964,0.0339,0.683,0,9,230640,0.0263,78
Temperature,Sean Paul,happy,78,0.6,125.04,0.951,-4.675,0.0712,0.822,0.0685,0.0,0,0,218573,0.106,78
Latch,"Disclosure, Sam Smith",other,78,0.726,121.981,0.503,-5.456,0.0895,0.529,0.167,7.98e-05,1,1,255632,0.0159,78
Waiting For Love,Avicii,other,78,0.736,127.999,0.579,-3.863,0.198,0.613,0.0527,0.0,0,6,230613,0.31,78
On The Floor,"Jennifer Lopez, Pitbull",hype,78,0.777,130.003,0.73,-5.194,0.0691,0.575,0.0496,0.000486,0,3,284867,0.105,78
9 to 5,Dolly Parton,happy,78,0.783,105.39,0.554,-5.852,0.631,0.813,0.0457,1.54e-06,1,6,162467,0.416,78
Family Affair,Mary J. Blige,happy,78,0.551,92.887,0.911,-3.75,0.0863,0.969,0.045,4.35e-05,0,8,265867,0.133,78
Shake It Off,Taylor Swift,happy,78,0.8,160.078,0.647,-5.384,0.334,0.942,0.165,0.0,1,7,219200,0.0647,78
Pon de Replay,Rihanna,other,78,0.64,99.017,0.779,-8.415,0.101,0.499,0.159,0.000766,1,7,246960,0.000155,78
Lady - Hear Me Tonight,Modjo,happy,77,0.808,126.041,0.72,-5.627,0.0634,0.869,0.0379,0.0293,1,6,307154,0.00793,77
All That She Wants,Ace of Base,happy,77,0.625,93.764,0.798,-9.689,0.103,0.858,0.0548,7.98e-05,1,11,211213,0.00547,77
Wild Ones (feat. Sia),"Flo Rida, Sia",hype,77,0.86,127.075,0.608,-5.324,0.262,0.437,0.0554,0.0,0,5,232947,0.0991,77
Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],"Daft Punk, Pharrell Williams, Nile Rodgers",happy,77,0.811,116.047,0.794,-8.966,0.101,0.862,0.038,1.07e-06,0,6,248413,0.0426,77
Levels - Radio Edit,Avicii,hype,77,0.889,126.04,0.584,-5.941,0.309,0.464,0.0343,0.828,0,1,199907,0.0462,77
Billie Jean,Michael Jackson,happy,77,0.654,117.046,0.92,-3.051,0.036,0.847,0.0401,0.0153,0,11,293827,0.0236,77
Feel This Moment (feat. Christina Aguilera),"Pitbull, Christina Aguilera",hype,77,0.758,135.956,0.673,-3.632,0.341,0.542,0.158,0.0,1,7,229507,0.039,77
I Love Rock 'N Roll,Joan Jett & the Blackhearts,happy,77,0.716,94.379,0.535,-5.025,0.659,0.901,0.0431,0.0,1,4,175173,0.326,77
Crazy In Love (feat. Jay-Z),"Beyoncé, JAY-Z",happy,77,0.77,99.165,0.646,-6.596,0.0715,0.681,0.226,0.0,0,2,236133,0.00249,77
This Is What You Came For,"Calvin Harris, Rihanna",hype,77,0.927,123.962,0.631,-2.787,0.148,0.465,0.0332,0.119,0,9,222160,0.199,77
Can't Hold Us (feat. Ray Dalton),"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",happy,76,0.922,146.078,0.641,-4.457,0.0862,0.847,0.0786,0.0,1,2,258343,0.0291,76
Starships,Nicki Minaj,happy,76,0.716,125.006,0.747,-2.457,0.251,0.751,0.0751,0.0,0,11,210627,0.135,76
No Diggity,"Blackstreet, Dr. Dre, Queen Pen",happy,76,0.646,88.634,0.867,-4.674,0.279,0.67,0.288,0.0,0,1,304600,0.303,76
Walking On Sunshine,Katrina & The Waves,happy,76,0.87,109.901,0.597,-11.97,0.0678,0.944,0.0371,0.166,1,10,238733,0.0119,76
Club Can't Handle Me (feat. David Guetta),"Flo Rida, David Guetta",hype,76,0.869,127.966,0.616,-3.911,0.064,0.473,0.0327,0.0,1,0,234560,0.0283,76
International Love (feat. Chris Brown),"Pitbull, Chris Brown",hype,77,0.855,120.05,0.67,-3.035,0.335,0.648,0.0499,0.0,0,0,227280,0.0124,77
Mamma Mia,ABBA,happy,76,0.748,137.547,0.749,-7.011,0.469,0.827,0.0323,0.000443,1,2,213267,0.295,76
Don't You Want Me,The Human League,happy,76,0.738,117.656,0.731,-8.125,0.214,0.958,0.0377,0.0,0,9,236920,0.184,76
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,happy,76,0.83,113.03,0.666,-5.715,0.191,0.702,0.0751,0.0,1,0,236002,0.0123,76
Boogie Wonderland,"Earth, Wind & Fire, The Emotions",happy,76,0.756,131.715,0.802,-10.791,0.0521,0.963,0.0349,0.00765,0,2,288293,0.0843,76
Under Control (feat. Hurts),"Calvin Harris, Alesso, Hurts",hype,76,0.915,126.094,0.544,-3.405,0.115,0.51,0.0841,0.000914,1,8,184280,0.129,76
Con Calma,"Daddy Yankee, Snow",happy,76,0.86,93.989,0.737,-2.652,0.0574,0.656,0.0593,1.94e-06,0,8,193227,0.11,76
Glad You Came,The Wanted,hype,76,0.851,126.885,0.722,-3.873,0.108,0.452,0.0639,0.0,0,7,197936,0.0319,76
Lean On (feat. MØ & DJ Snake),"Major Lazer, MØ, DJ Snake",angry,76,0.809,98.007,0.723,-3.081,0.565,0.274,0.0625,0.00123,0,7,176561,0.00346,76
Good Feeling,Flo Rida,happy,76,0.89,128.011,0.706,-4.444,0.306,0.684,0.0688,0.00286,0,1,248133,0.0588,76
Alors on danse - Radio Edit,Stromae,happy,75,0.593,119.958,0.79,-9.204,0.065,0.72,0.0776,0.00202,0,1,206067,0.0983,75
We Found Love,"Rihanna, Calvin Harris",hype,75,0.766,127.975,0.735,-4.485,0.108,0.6,0.0383,0.00141,1,1,215227,0.025,75
Jump - 2015 Remaster,Van Halen,happy,75,0.835,129.981,0.572,-6.219,0.0702,0.795,0.0317,0.000377,1,0,241600,0.171,75
Good Time,"Owl City, Carly Rae Jepsen",happy,75,0.872,126.05,0.56,-4.269,0.371,0.682,0.14,6.98e-06,1,3,205933,0.0239,75
Replay,Iyaz,other,75,0.751,91.031,0.706,-6.323,0.168,0.195,0.0708,0.0,1,9,182307,0.173,75
Break Free,"Ariana Grande, Zedd",other,75,0.702,129.948,0.686,-5.325,0.204,0.29,0.0455,4.46e-05,0,7,214840,0.00637,75
"Freed From Desire - prod. Molella, Phil Jay","Gala, Molella, Phil Jay",hype,75,0.861,128.99,0.704,-4.221,0.0992,0.636,0.0493,0.0615,0,2,213394,0.587,75
Flashdance...What a Feeling - Radio Edit,Irene Cara,other,75,0.655,122.49,0.572,-7.027,0.0901,0.392,0.0344,3.41e-06,0,7,237053,0.00579,75
Ride Wit Me,"Nelly, City Spud",happy,75,0.7,101.875,0.85,-6.49,0.244,0.724,0.0478,1.66e-06,1,7,291782,0.0607,75
Mambo No. 5 (a Little Bit of...),Lou Bega,happy,75,0.807,174.06,0.622,-6.752,0.306,0.892,0.408,0.0,0,5,220293,0.103,75
One More Time,Daft Punk,other,74,0.697,122.746,0.613,-8.618,0.332,0.476,0.133,0.0,1,2,320357,0.0194,74
Let's Groove,"Earth, Wind & Fire",happy,75,0.648,125.035,0.869,-8.698,0.126,0.9,0.0633,2.17e-05,0,11,339320,0.121,75
The Final Countdown,Europe,other,74,0.843,117.662,0.529,-6.908,0.0608,0.188,0.0616,0.000827,0,6,310333,0.0628,74
"Whenever, Wherever",Shakira,happy,74,0.832,107.657,0.794,-4.862,0.203,0.871,0.0407,1.14e-05,0,1,196160,0.237,74
Destination Calabria - Radio Edit,"Alex Gaudino, Crystal Waters",hype,74,0.954,128.016,0.627,-4.804,0.292,0.312,0.0425,0.000814,1,2,223112,0.0015,74
Everybody (Backstreet's Back) - Radio Edit,Backstreet Boys,other,74,0.853,108.016,0.731,-4.219,0.268,0.605,0.0363,0.0,0,10,225360,0.0352,74
Like a Prayer,Madonna,other,74,0.842,111.038,0.625,-5.285,0.181,0.26,0.0376,2.12e-05,1,5,342680,0.264,74
Hot N Cold,Katy Perry,happy,74,0.842,132.032,0.706,-3.956,0.0688,0.861,0.0417,0.0,1,7,220227,7.73e-05,74
Bye Bye Bye,*NSYNC,happy,74,0.928,172.656,0.614,-4.806,0.0845,0.879,0.0516,0.00104,0,8,200560,0.0408,74
Hot In Herre,Nelly,happy,74,0.741,107.075,0.956,-4.753,0.0615,0.911,0.124,0.0,0,11,228240,0.204,74
Take A Chance On Me,ABBA,happy,74,0.675,107.064,0.684,-8.123,0.242,0.924,0.0257,0.0,1,11,243933,0.163,74
Barbie Girl,Aqua,happy,74,0.879,129.991,0.812,-10.998,0.365,0.962,0.0397,0.224,0,1,197960,0.017,74
Give It To Me,"Timbaland, Justin Timberlake, Nelly Furtado",happy,74,0.711,110.621,0.975,-3.904,0.0799,0.815,0.0632,0.000552,1,8,234027,0.168,74
Just Can't Get Enough,Depeche Mode,happy,74,0.772,128.168,0.766,-9.362,0.183,0.919,0.0353,0.0584,1,0,220893,0.403,74
Stayin' Alive,Bee Gees,romantic,74,0.535,103.644,0.707,-19.793,0.0884,0.641,0.0436,0.00615,0,10,92867,0.113,74
Return of the Mack,Mark Morrison,other,73,0.833,95.487,0.715,-5.379,0.164,0.612,0.108,0.0,1,2,213093,0.00631,73
Don't Stop 'Til You Get Enough,Michael Jackson,happy,73,0.821,118.881,0.878,-9.875,0.183,0.947,0.089,0.0461,1,11,365467,0.126,73
Infinity 2008 - Klaas Vocal Edit,"Guru Josh Project, Klaas",other,73,0.862,128.036,0.498,-6.02,0.352,0.469,0.0588,0.00918,0,7,192294,0.000313,73
King,Olly Alexander (Years & Years),angry,73,0.857,119.975,0.56,-4.145,0.381,0.432,0.0384,0.0,0,4,215360,0.0594,73
"December, 1963 (Oh What a Night!)",Frankie Valli & The Four Seasons,other,73,0.495,104.409,0.737,-13.489,0.0542,0.967,0.027,9.12e-06,1,1,197147,0.0588,73
Don't Worry (with Ray Dalton) - Radio Edit,"Madcon, Ray Dalton",happy,73,0.699,122.987,0.811,-5.211,0.148,0.733,0.114,1.38e-06,1,7,214789,0.0726,73
Livin' la Vida Loca,Ricky Martin,happy,73,0.954,178.043,0.425,-3.756,0.0555,0.933,0.0476,0.0,0,1,243160,0.00414,73
Blurred Lines,"Robin Thicke, T.I., Pharrell Williams",happy,73,0.599,119.993,0.853,-4.756,0.0759,0.843,0.0411,7.93e-06,1,7,263827,0.00334,73
4 Minutes (feat. Justin Timberlake & Timbaland),"Madonna, Justin Timberlake, Timbaland",happy,73,0.931,113.026,0.753,-4.922,0.234,0.767,0.0653,0.00696,1,2,189693,0.00994,73
Call on Me - Radio Mix,Eric Prydz,live,73,0.837,126.342,0.597,-6.518,0.839,0.447,0.375,0.00115,1,10,171360,0.00427,73
Best of My Love,The Emotions,happy,73,0.713,115.443,0.784,-6.865,0.0904,0.97,0.0339,0.14,1,0,220560,0.447,73
