track_name,track_artist,mood,track_popularity,energy,tempo,danceability,loudness,liveness,valence,speechiness,instrumentalness,mode,key,duration_ms,acousticness,track_popularity
SAY MY GRACE (feat. Travis Scott),"Offset, Travis Scott",other,70,0.631,121.854,0.772,-5.082,0.129,0.433,0.0431,0.0,1,10,173253,0.0648,70
6locc 6a6y,Lil Loaded,happy,69,0.702,125.089,0.871,-8.025,0.0912,0.675,0.253,0.0,1,5,131286,0.296,69
All My Life (feat. J. Cole),"Lil Durk, J. Cole",happy,69,0.57,142.974,0.787,-5.881,0.135,0.733,0.225,0.0,1,3,223879,0.0449,69
Superhero (Heroes & Villains) [with Future & Chris Brown],"Metro Boomin, Future, Chris Brown",romantic,79,0.583,116.624,0.709,-5.298,0.195,0.533,0.204,2.97e-06,0,5,182667,0.138,79
Took Her To The O,King Von,other,78,0.592,159.98,0.82,-7.002,0.121,0.4,0.29,4.71e-06,1,1,196180,0.0149,78
Loading,Central Cee,happy,70,0.68,144.006,0.85,-6.18,0.0964,0.694,0.338,0.0,0,3,173333,0.732,70
née-nah,"21 Savage, Travis Scott, Metro Boomin",other,73,0.758,165.409,0.681,-6.524,0.555,0.331,0.188,0.0,1,1,220584,0.00465,73
Love Sosa,Chief Keef,sad,77,0.413,131.964,0.772,-8.194,0.111,0.211,0.0891,0.0,0,0,246213,0.0361,77
Drankin N Smokin,"Future, Lil Uzi Vert",other,70,0.658,151.951,0.752,-6.297,0.0927,0.387,0.342,0.0,1,0,213520,0.0421,70
Invincible,Pop Smoke,other,71,0.732,142.791,0.548,-5.652,0.269,0.612,0.336,0.0,0,11,127547,0.125,71
GATTI,"JACKBOYS, Pop Smoke, Travis Scott",other,69,0.676,143.477,0.594,-5.808,0.163,0.472,0.344,0.0,1,2,181145,0.135,69
The Woo (feat. 50 Cent & Roddy Ricch),"Pop Smoke, 50 Cent, Roddy Ricch",other,68,0.618,99.7,0.49,-5.655,0.259,0.286,0.104,3.77e-06,1,1,201600,0.0221,68
Neva Cared,Polo G,sad,68,0.35,77.528,0.822,-12.207,0.0757,0.346,0.574,0.0,0,1,186000,0.0213,68
Mr. Glock,Key Glock,happy,70,0.946,150.141,0.804,-5.949,0.359,0.745,0.352,0.0,1,7,146880,0.002,70
Runnin,"21 Savage, Metro Boomin",other,78,0.626,143.01,0.819,-4.574,0.167,0.415,0.202,0.101,0,10,195906,0.00748,78
Armed & Dangerous,King Von,other,72,0.592,188.051,0.696,-6.281,0.127,0.232,0.319,0.0,1,1,122680,0.152,72
Coffin,Lil Yachty,romantic,70,0.547,138.05,0.92,-4.98,0.0998,0.606,0.272,1.45e-06,0,6,89536,0.0241,70
Ready (feat. Gunna),"Lil Baby, Gunna",sad,69,0.395,76.984,0.793,-5.578,0.109,0.128,0.385,1.4e-05,1,1,213287,0.277,69
Russian Cream,Key Glock,hype,69,0.774,130.007,0.867,-5.791,0.157,0.549,0.315,0.0,0,11,142498,0.11,69
Wants and Needs (feat. Lil Baby),"Drake, Lil Baby",sad,73,0.449,136.006,0.578,-6.349,0.119,0.1,0.286,2.17e-06,1,1,192956,0.0618,73
Jimmy Cooks (feat. 21 Savage),"Drake, 21 Savage",other,80,0.673,165.921,0.529,-4.711,0.093,0.366,0.175,2.41e-06,1,0,218365,0.000307,80
"Crazy Story, Pt. 3",King Von,other,75,0.73,156.953,0.729,-5.14,0.118,0.41,0.261,4.33e-05,0,11,191399,0.00165,75
Pure Cocaine,Lil Baby,other,77,0.487,127.05,0.964,-6.071,0.115,0.108,0.421,6.07e-06,0,10,154024,0.00127,77
Ambition For Cash,Key Glock,other,73,0.732,149.012,0.841,-5.186,0.136,0.576,0.19,2.18e-05,0,7,143480,0.0115,73
family ties (with Kendrick Lamar),"Baby Keem, Kendrick Lamar",other,79,0.611,134.093,0.711,-5.453,0.23,0.144,0.33,0.0,1,1,252262,0.00588,79
Glock In My Lap,"21 Savage, Metro Boomin",other,80,0.733,130.029,0.847,-6.439,0.151,0.202,0.16,1.04e-05,0,10,193591,0.00574,80
3 Headed Goat (feat. Lil Baby & Polo G),"Lil Durk, Lil Baby, Polo G",other,68,0.48,143.029,0.846,-8.618,0.0989,0.419,0.359,0.0,0,8,169532,0.269,68
Run It Up (feat. Offset & Moneybagg Yo),"Lil Tjay, Offset, Moneybagg Yo",happy,71,0.575,120.031,0.88,-6.091,0.109,0.671,0.163,0.0,1,6,232048,0.415,71
EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),"DJ Khaled, Lil Baby, Lil Durk",angry,70,0.727,150.062,0.477,-4.053,0.108,0.227,0.286,0.0,1,2,236524,0.000866,70
Sticky,Drake,other,68,0.495,137.027,0.853,-14.63,0.0844,0.0774,0.14,0.000217,1,6,243228,0.0917,68
Mask Off,Future,sad,81,0.434,150.062,0.833,-8.795,0.165,0.281,0.431,0.0219,1,2,204600,0.0102,81
On Me,Lil Baby,other,70,0.564,77.972,0.856,-6.295,0.134,0.483,0.392,0.0,0,6,135960,0.00327,70
N95,Kendrick Lamar,other,75,0.67,139.956,0.79,-5.527,0.119,0.408,0.105,2.32e-06,1,1,195950,0.377,75
Rich Nigga Shit (feat. Young Thug),"21 Savage, Metro Boomin, Young Thug",other,75,0.733,97.974,0.825,-5.625,0.112,0.62,0.0969,0.0,0,1,190331,0.349,75
Surround Sound (feat. 21 Savage & Baby Tate),"JID, 21 Savage, Baby Tate",other,78,0.567,75.965,0.574,-7.126,0.258,0.526,0.465,0.0,0,7,229938,0.164,78
Mask Off,Future,sad,81,0.434,150.062,0.833,-8.795,0.165,0.281,0.431,0.0219,1,2,204600,0.0102,81
Imagina esse Cenário,"Matuê, Veigh",other,75,0.665,94.329,0.583,-3.885,0.112,0.463,0.18,0.0,1,1,155368,0.314,75
Yes Indeed,"Lil Baby, Drake",other,75,0.346,119.957,0.963,-9.309,0.108,0.562,0.53,0.0,0,5,142273,0.0355,75
Wake Up & Bake Up,"Duki, Wiz Khalifa, Arcángel",other,72,0.577,148.107,0.797,-5.617,0.301,0.17,0.195,0.0,1,1,206031,0.0174,72
M4,"Teto, Matuê",happy,68,0.59,119.97,0.88,-4.709,0.184,0.723,0.204,0.0,0,8,170000,0.08,68
Diablita (feat. Anuel AA & Baby Rasta),"Trap Capos, Noriel, Anuel AA, Baby Rasta",other,70,0.631,129.902,0.807,-4.883,0.117,0.126,0.111,0.0,1,8,213613,0.407,70
Love Sosa,Chief Keef,sad,77,0.413,131.964,0.772,-8.194,0.111,0.211,0.0891,0.0,0,0,246213,0.0361,77
Tessera sanitaria (feat. Nerissima Serpe & Papa V),"Night Skinny, Nerissima Serpe, Papa V",happy,69,0.822,165.946,0.513,-4.51,0.11,0.768,0.383,0.0,1,1,204668,0.14,69
Bad and Boujee (feat. Lil Uzi Vert),"Migos, Lil Uzi Vert",other,70,0.666,127.079,0.926,-5.314,0.123,0.168,0.244,0.0,1,11,343150,0.0611,70
That Go! (feat. T-Shyne),"Young Stoner Life, Young Thug, Meek Mill, T-Shyne",other,72,0.575,145.95,0.713,-6.706,0.169,0.189,0.0501,0.0,1,1,226400,0.00669,72
Me Acostumbre (feat. Bad Bunny),"Arcángel, Bad Bunny",romantic,68,0.586,124.041,0.808,-7.242,0.14,0.568,0.169,0.0,0,10,263288,0.641,68
Like That,"Future, Metro Boomin, Kendrick Lamar",other,83,0.676,162.012,0.814,-4.67,0.119,0.312,0.231,1.28e-05,0,11,267707,0.00709,83
Castlevania,Matuê,angry,70,0.928,109.966,0.616,-2.34,0.156,0.23,0.043,0.0,0,9,230182,0.0168,70
We Paid (feat. 42 Dugg),"Lil Baby, 42 Dugg",romantic,70,0.542,135.14,0.926,-5.064,0.0877,0.564,0.293,0.0,1,1,181929,0.135,70
Brindis,"Duki, Headie One",other,73,0.637,135.055,0.851,-6.149,0.227,0.616,0.104,0.0,1,0,179556,0.225,73
Pa Ti,"Bad Bunny, Bryant Myers",other,72,0.718,128.14,0.76,-3.017,0.0982,0.557,0.232,0.0,1,1,191295,0.348,72
Amigos y Enemigos (feat. Bad Bunny & Almighty) - Remix,"Trap Capos, Noriel, Bad Bunny, Almighty",angry,70,0.748,115.01,0.752,-3.755,0.105,0.497,0.0895,0.0,1,6,295304,0.289,70
Tu Me Enamoraste - Remix,"Lary Over, Anuel, Bryant Myers, Almighty, Brytiago",other,69,0.536,119.967,0.689,-8.861,0.169,0.349,0.174,0.0,1,8,341135,0.25,69
Nena Maldición (feat. Lenny Tavárez),"Paulo Londra, Lenny Tavárez",other,73,0.531,118.96,0.566,-6.635,0.179,0.367,0.0716,0.0,1,6,227518,0.192,73
PUFFIN ON ZOOTIEZ,Future,other,77,0.657,124.992,0.883,-5.748,0.128,0.284,0.305,0.0,1,8,172933,0.0603,77
1993,Matuê,other,73,0.88,92.055,0.753,-3.165,0.146,0.582,0.081,0.0,1,11,127826,0.455,73
Going Bad (feat. Drake),"Meek Mill, Drake",romantic,74,0.496,86.003,0.889,-6.365,0.252,0.544,0.0905,0.0,0,4,180522,0.259,74
Un Día Más,"Duki, YSY A",other,71,0.708,96.914,0.712,-5.715,0.29,0.634,0.247,0.0,0,10,165773,0.404,71
De las 2 (feat. Bad Bunny & Arcángel),"Trap Capos, Noriel, Bad Bunny, Arcángel",other,69,0.696,120.146,0.744,-5.015,0.0808,0.406,0.117,0.0,0,8,260493,0.71,69
Un Ratito Mas,"Bryant Myers, Bad Bunny",other,68,0.629,140.101,0.523,-4.058,0.323,0.209,0.0549,0.0,1,1,283121,0.156,68
CANZONE D'ODIO (feat. Lil Baby),"Lazza, Lil Baby",angry,73,0.735,99.827,0.697,-4.16,0.099,0.403,0.0497,0.0,0,10,162970,0.172,73
Deus Perdoa,"Filipe Ret, Dallass, Hunter",other,68,0.671,147.037,0.607,-6.934,0.128,0.316,0.0863,1.31e-06,0,4,137143,0.403,68
Solo,Future,other,80,0.486,110.964,0.784,-6.497,0.101,0.0894,0.0475,0.497,0,5,265996,0.0538,80
Superhero (Heroes & Villains) [with Future & Chris Brown],"Metro Boomin, Future, Chris Brown",romantic,79,0.583,116.624,0.709,-5.298,0.195,0.533,0.204,2.97e-06,0,5,182667,0.138,79
Cómo Le Digo,"KHEA, Omar Varela, Asan",sad,68,0.385,129.958,0.69,-8.444,0.236,0.19,0.0817,0.0,1,0,226101,0.181,68
Maturidade,"KayBlack, Wall Hein, AMUSIK",chill,70,0.411,172.445,0.722,-9.963,0.0976,0.503,0.387,0.0,0,2,142026,0.509,70
Problemas de um Milionário,"WIU, Teto",romantic,70,0.484,133.03,0.93,-5.486,0.0922,0.747,0.259,6.84e-05,1,2,144361,0.355,70
BOOKER T,Bad Bunny,happy,72,0.6,113.903,0.883,-7.188,0.0931,0.691,0.37,7.94e-06,1,7,156430,0.114,72
SICKO MODE,Travis Scott,angry,81,0.73,155.008,0.834,-3.714,0.124,0.446,0.222,0.0,1,8,312820,0.00513,81
Too Many Nights (feat. Don Toliver & with Future),"Metro Boomin, Future, Don Toliver",other,82,0.668,87.973,0.573,-4.356,0.109,0.145,0.0467,4.01e-05,0,7,199920,0.189,82
Me Ama Me Odia,"Revol, Ozuna, Cosculluela, Arcángel, Brytiago",other,71,0.603,135.993,0.735,-9.474,0.0844,0.429,0.203,3.56e-05,0,6,326937,0.226,71
Hm Hm hm,Youka,happy,68,0.637,171.264,0.567,-4.032,0.235,0.882,0.298,0.0346,0,9,131765,0.499,68
Kese (Dance),Wizkid,happy,75,0.874,118.079,0.774,-5.641,0.413,0.927,0.0488,0.34,0,5,174053,0.142,75
Awuke,"Davido, YG Marley",happy,76,0.792,113.981,0.749,-4.621,0.0712,0.903,0.0402,1.63e-05,1,5,172632,0.308,76
Favourite Girl (with Rema),"Darkoo, Rema",happy,68,0.812,100.049,0.455,-3.455,0.199,0.823,0.211,0.0,1,8,184249,0.372,68
Piece of My Heart (feat. Brent Faiyaz),"Wizkid, Brent Faiyaz",happy,77,0.648,93.2,0.737,-5.493,0.105,0.746,0.138,6.92e-06,1,1,259354,0.252,77
PUSH 2 START,Tyla,happy,78,0.814,93.482,0.683,-3.505,0.0858,0.758,0.0466,0.00826,1,2,156826,0.277,78
Fi Kan We Kan,"Bnxn, Rema",other,71,0.683,145.379,0.501,-7.881,0.0685,0.623,0.211,9.25e-05,0,6,161379,0.109,71
MMS,"Asake, Wizkid",other,72,0.634,101.837,0.502,-3.367,0.188,0.645,0.144,0.0341,0,8,219628,0.677,72
Tu Boda,"Oscar Maydon, Fuerza Regida",other,93,0.651,112.648,0.694,-6.968,0.0787,0.471,0.0784,1.36e-05,1,6,225881,0.496,93
Después De La 1,"Cris Mj, FloyyMenor, LOUKI",romantic,86,0.581,99.973,0.805,-5.091,0.0933,0.528,0.0601,0.0202,0,6,177600,0.0303,86
Qué Pasaría...,"Rauw Alejandro, Bad Bunny",other,82,0.563,105.008,0.833,-5.593,0.139,0.343,0.204,1.27e-05,0,4,182857,0.528,82
Imagínate,"Danny Ocean, Kapo",angry,76,0.737,101.923,0.779,-4.667,0.0974,0.445,0.109,0.0,1,11,170366,0.134,76
Kamikaze (feat. Victor Mendivil),"Natanael Cano, Uriel Gaxiola, Ganggy, Victor Mendivil",other,72,0.662,95.999,0.863,-5.855,0.334,0.307,0.21,8.45e-06,0,4,248363,0.0843,72
NEL,Fuerza Regida,other,88,0.482,100.029,0.69,-6.335,0.0728,0.356,0.2,0.0004,0,7,149074,0.523,88
Si Antes Te Hubiera Conocido,KAROL G,happy,93,0.668,128.027,0.924,-6.795,0.0678,0.787,0.0469,0.000594,1,11,195824,0.446,93
DEPORTIVO,"Blessd, Anuel AA",happy,72,0.762,90.025,0.816,-2.864,0.0845,0.782,0.0565,0.000404,1,0,218701,0.534,72
SEXO ES LA MODA,"Maria Becerra, Yandel",other,74,0.718,105.002,0.848,-4.385,0.116,0.564,0.0557,1.9e-05,0,9,165901,0.183,74
+57,"KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd",happy,84,0.712,91.98,0.848,-3.574,0.106,0.692,0.0981,0.0,0,1,298131,0.221,84
Khé?,"Rauw Alejandro, Romeo Santos",other,78,0.627,155.865,0.687,-4.975,0.0893,0.47,0.181,0.0,1,7,206066,0.326,78
Ferxxoko,"Joyce Santana, Feid",other,72,0.483,171.831,0.753,-6.436,0.0681,0.826,0.273,0.0,0,3,177209,0.0189,72
Nueva Era,"Duki, Myke Towers",happy,82,0.724,101.097,0.556,-3.165,0.217,0.681,0.119,0.0,1,0,246889,0.267,82
PELIGROSA,FloyyMenor,other,81,0.442,100.021,0.776,-8.99,0.0723,0.838,0.0575,1.31e-05,0,6,136944,0.319,81
Morena Canela,Chino Pacas,other,79,0.614,119.893,0.658,-6.981,0.092,0.465,0.0324,2.18e-05,1,10,178337,0.105,79
Q U E V A S H A C E R H O Y ?,"Omar Courtz, De La Rose",other,89,0.681,155.079,0.56,-6.304,0.106,0.388,0.244,0.0,0,6,223320,0.103,89
DURO,Quevedo,happy,76,0.719,104.033,0.707,-4.963,0.371,0.701,0.0395,2e-06,0,4,162205,0.223,76
PIÉNSALO,Junior H,other,84,0.536,97.541,0.716,-7.798,0.208,0.359,0.0328,0.0,0,2,240669,0.452,84
EN MI MUNDO,"Jasiel Nuñez, Peso Pluma",happy,75,0.594,125.01,0.694,-8.39,0.131,0.672,0.0366,0.0,0,8,307565,0.396,75
Soltera,Shakira,happy,86,0.752,100.076,0.841,-4.735,0.949,0.67,0.105,0.00046,1,2,214643,0.167,86
DEGENERE 👑 (feat. benny blanco),"Myke Towers, benny blanco",happy,79,0.709,194.055,0.744,-5.778,0.0847,0.712,0.284,0.0,0,6,130880,0.0501,79
SE ME OLVIDA,"Maisak, Feid",happy,84,0.707,82.045,0.786,-4.386,0.121,0.691,0.0635,0.0,0,7,225373,0.0399,84
Hecha Pa' Mí,Grupo Frontera,happy,82,0.832,98.582,0.742,-4.267,0.296,0.716,0.0325,0.0,1,8,195846,0.0857,82
SE TE NOTA (feat. Peso Pluma),"Myke Towers, Peso Pluma",other,72,0.616,104.008,0.773,-4.516,0.145,0.25,0.0416,4.24e-05,1,0,190107,0.0565,72
EL LOKERON,Tito Double P,happy,89,0.689,120.208,0.724,-7.174,0.0922,0.936,0.0524,6.77e-06,0,7,146141,0.573,89
Ese Vato No Te Queda,"Carin Leon, Gabito Ballesteros",other,75,0.74,117.955,0.748,-3.643,0.087,0.618,0.0387,0.000109,0,7,198607,0.0292,75
Cholo 7,"Fuerza Regida, Luis R Conriquez",happy,75,0.856,136.0,0.691,-5.035,0.0876,0.713,0.0536,5.09e-05,0,6,157500,0.2,75
KINTSUGI,HUMBE,other,80,0.464,79.503,0.373,-8.606,0.127,0.301,0.256,0.0135,0,4,237908,0.86,80
UWAIE,Kapo,angry,86,0.783,103.001,0.705,-4.783,0.0984,0.454,0.0403,0.0,0,9,172427,0.138,86
IA,"Clarent, Mora",other,80,0.631,111.93,0.706,-5.812,0.227,0.289,0.0366,0.0,0,0,171429,0.656,80
Siento que merezco más,LATIN MAFIA,romantic,73,0.445,156.023,0.55,-9.548,0.507,0.512,0.0847,0.00318,1,7,166159,0.262,73
AY MAMÁ,"Tito Double P, Grupo Frontera",happy,85,0.764,148.853,0.666,-6.297,0.347,0.729,0.116,0.0,0,4,163115,0.366,85
En Otra Vida,"Yami Safdie, Lasso",chill,79,0.162,184.784,0.459,-11.634,0.137,0.483,0.0425,0.0,1,0,153609,0.929,79
No Son Doritos,"Clave Especial, Luis R Conriquez",happy,81,0.834,139.995,0.783,-4.623,0.0903,0.92,0.029,0.000212,0,3,160714,0.539,81
Frente al Mar,Beéle,other,79,0.682,100.036,0.75,-3.825,0.112,0.618,0.0945,1.28e-06,1,10,165178,0.168,79
Soltera - W Sound 01,"W Sound, Blessd, Ovy On The Drums",happy,82,0.578,199.997,0.734,-4.147,0.113,0.88,0.295,0.000242,1,1,142022,0.155,82
DOS DÍAS,"Tito Double P, Peso Pluma",other,88,0.513,109.935,0.745,-9.116,0.216,0.929,0.087,0.0,1,1,154620,0.783,88
NO PIERDO LA VIDA,"Calle 24, Chuyin",happy,77,0.824,124.997,0.747,-4.353,0.282,0.793,0.0348,0.0,0,7,168547,0.184,77
Como Pacman,"Alemán, Gera MX",happy,68,0.787,165.07,0.809,-3.826,0.0653,0.9,0.125,0.0011,1,8,148152,0.126,68
Rey Sin Reina,Julión Álvarez y su Norteño Banda,romantic,85,0.356,169.653,0.529,-6.612,0.136,0.659,0.0569,0.0,1,3,150523,0.29,85
JACKPOT,"Belinda, Kenia OS",hype,73,0.806,123.009,0.763,-4.946,0.0612,0.594,0.0532,1.32e-05,1,2,193521,0.0012,73
noviogangsta <3,Emilia,happy,77,0.872,128.924,0.816,-4.27,0.254,0.94,0.0442,3.7e-06,0,11,157209,0.25,77
Bandoleros,"Don Omar, Tego Calderón",happy,68,0.896,90.622,0.662,-5.311,0.186,0.79,0.251,0.0,0,5,305280,0.318,68
Rucón,Alemán,other,69,0.59,161.989,0.864,-8.768,0.093,0.579,0.499,0.0,1,1,168560,0.0196,69
"Raataan Lambiyan (From ""Shershaah"")","Tanishk Bagchi, Jubin Nautiyal, Asees Kaur",other,70,0.63,81.009,0.72,-5.549,0.108,0.512,0.0413,0.0,1,10,230292,0.615,70
"Ranjha (From ""Shershaah"")","Jasleen Royal, B Praak, Romy, Anvita Dutt",other,68,0.573,82.941,0.603,-5.843,0.0971,0.236,0.0502,0.0,1,1,228855,0.478,68
Shayad,"Pritam, Arijit Singh",other,73,0.468,135.875,0.483,-7.642,0.152,0.319,0.0341,0.0,1,8,247941,0.784,73
Agar Tum Saath Ho,"Alka Yagnik, Arijit Singh",other,70,0.519,122.925,0.562,-8.744,0.172,0.415,0.0326,0.000268,1,3,341055,0.557,70
Khairiyat,"Pritam, Arijit Singh",other,71,0.481,124.914,0.534,-9.016,0.142,0.293,0.0412,0.0,0,0,280282,0.697,71
505,Arctic Monkeys,hype,84,0.866,140.266,0.526,-5.822,0.0945,0.248,0.0568,7.78e-05,1,0,253587,0.00287,84
Heads Will Roll,Yeah Yeah Yeahs,happy,68,0.903,132.009,0.562,-4.46,0.298,0.791,0.0296,0.0939,0,8,221000,0.000187,68
Instant Crush (feat. Julian Casablancas),"Daft Punk, Julian Casablancas",romantic,74,0.585,109.942,0.775,-9.516,0.077,0.518,0.0271,0.619,0,10,337560,0.0422,74
Are You Gonna Be My Girl,Jet,other,72,0.957,105.105,0.606,-3.404,0.14,0.603,0.0814,0.000295,1,2,213800,0.00117,72
Time to Pretend,MGMT,angry,73,0.94,100.99,0.438,-3.249,0.3,0.421,0.0452,0.0777,1,2,261000,8.74e-05,73
Feel It Still,Portugal. The Man,happy,81,0.795,79.028,0.801,-5.115,0.0717,0.754,0.0504,0.000113,0,1,163253,0.0417,81
misses,Dominic Fike,romantic,80,0.509,119.945,0.578,-6.229,0.344,0.586,0.0279,0.734,1,2,74379,0.13,80
Too Sweet,Hozier,happy,79,0.62,117.038,0.741,-5.505,0.0398,0.934,0.0412,0.000809,1,10,251424,0.0295,79
Wasted Summers,juju<3,other,78,0.643,103.842,0.633,-8.122,0.78,0.472,0.0252,0.00831,1,0,130385,0.106,78
Feel It - From The Original Series “Invincible”,d4vd,other,78,0.593,120.509,0.565,-5.864,0.215,0.429,0.0883,0.0,1,8,157974,0.0288,78
The Adults Are Talking,The Strokes,other,77,0.749,164.959,0.593,-5.67,0.314,0.649,0.0475,0.106,1,5,309053,0.0113,77
3 Nights,Dominic Fike,other,77,0.518,151.891,0.815,-6.594,0.104,0.877,0.0897,0.0,0,7,177667,0.223,77
This Charming Man - 2011 Remaster,The Smiths,happy,77,0.846,103.912,0.611,-5.9,0.0784,0.751,0.0436,0.0,1,11,162920,0.00509,77
Oysters In My Pocket,Royel Otis,hype,76,0.924,168.017,0.598,-4.974,0.17,0.611,0.0623,0.799,0,6,162339,0.0205,76
Fluorescent Adolescent,Arctic Monkeys,happy,76,0.828,112.056,0.654,-5.377,0.122,0.79,0.0281,0.000144,0,1,183893,0.00146,76
You Get What You Give,New Radicals,happy,74,0.901,113.967,0.621,-5.396,0.0875,0.744,0.0302,0.0,1,2,300773,0.17,74
THE SHADE,Rex Orange County,romantic,74,0.509,119.869,0.898,-7.973,0.0876,0.727,0.062,0.0,1,5,181507,0.391,74
Time to Pretend,MGMT,angry,73,0.94,100.99,0.438,-3.249,0.3,0.421,0.0452,0.0777,1,2,261000,8.74e-05,73
Vampire Empire,Big Thief,happy,73,0.572,131.272,0.636,-7.797,0.0878,0.66,0.0913,0.0,1,9,192128,0.287,73
Her,The American Dawn,other,73,0.603,102.99,0.66,-7.7,0.0751,0.527,0.025,0.0144,0,3,214087,0.00566,73
Not Strong Enough,"boygenius, Julien Baker, Phoebe Bridgers, Lucy Dacus",hype,72,0.798,126.976,0.502,-5.909,0.0979,0.307,0.0414,1.11e-05,1,1,234933,0.00291,72
Hell N Back,Bakar,happy,71,0.684,209.688,0.633,-4.314,0.112,0.725,0.591,8.95e-05,0,10,213573,0.314,71
Ghostride,Crumb,chill,71,0.351,87.057,0.665,-9.424,0.109,0.451,0.0276,0.819,1,2,126120,0.516,71
Someday,The Strokes,romantic,69,0.521,106.035,0.539,-7.46,0.367,0.679,0.0299,0.0,1,9,183440,0.00425,69
Metamodernity,Vansire,other,69,0.544,121.968,0.823,-10.077,0.108,0.826,0.0358,0.165,1,5,162663,0.389,69
Breezeblocks,alt-J,other,68,0.658,150.093,0.615,-7.299,0.205,0.293,0.0343,0.000911,1,5,227080,0.096,68
ROCKMAN,Mk.gee,other,68,0.501,134.014,0.781,-9.767,0.0908,0.961,0.0333,3.78e-06,1,3,177818,0.66,68
The Gambler,Kenny Rogers,other,73,0.501,87.086,0.668,-13.119,0.194,0.858,0.0629,0.0,1,4,214880,0.342,73
Amarillo By Morning,George Strait,romantic,70,0.361,121.059,0.606,-16.031,0.38,0.621,0.0346,3.39e-05,1,9,173467,0.264,70
Mammas Don't Let Your Babies Grow up to Be Cowboys,"Waylon Jennings, Willie Nelson",romantic,68,0.361,187.711,0.363,-14.398,0.154,0.612,0.0499,0.00119,1,9,152867,0.623,68
Open Arms (feat. Travis Scott),"SZA, Travis Scott",other,80,0.586,78.259,0.434,-7.612,0.146,0.239,0.138,0.0144,1,9,239613,0.753,80
Pink + White,Frank Ocean,romantic,87,0.545,159.94,0.545,-7.362,0.417,0.549,0.107,5.48e-05,1,9,184516,0.667,87
Best Part (feat. H.E.R.),"Daniel Caesar, H.E.R.",chill,84,0.364,75.24,0.524,-10.209,0.1,0.436,0.0367,0.0,1,7,209831,0.808,84
My Boo,"USHER, Alicia Keys",romantic,79,0.507,86.412,0.662,-8.238,0.0465,0.676,0.118,0.0,1,5,223440,0.257,79
Sure Thing,Miguel,other,85,0.607,81.001,0.684,-8.127,0.191,0.498,0.1,0.000307,0,11,195373,0.0267,85
Snooze,SZA,other,86,0.551,143.008,0.559,-7.231,0.11,0.392,0.132,0.0,1,5,201800,0.141,86
If I Ain't Got You,Alicia Keys,sad,81,0.444,118.402,0.609,-9.129,0.104,0.166,0.106,6.86e-06,1,7,228707,0.603,81
Poison,Brent Faiyaz,other,78,0.394,117.489,0.689,-10.102,0.0859,0.382,0.065,0.000905,0,2,212992,0.711,78
Family Affair,Mary J. Blige,happy,78,0.551,92.887,0.911,-3.75,0.0863,0.969,0.045,4.35e-05,0,8,265867,0.133,78
With You,Chris Brown,happy,74,0.693,86.009,0.662,-4.298,0.145,0.655,0.0698,0.0,1,3,252120,0.134,74
Broken Clocks,SZA,other,80,0.684,112.912,0.692,-7.364,0.156,0.406,0.155,0.0,1,6,231253,0.131,80
Girl With The Tattoo Enter.lewd,Miguel,sad,79,0.239,113.451,0.372,-11.314,0.168,0.127,0.0296,0.000175,0,6,102813,0.856,79
Best Time,Brent Faiyaz,romantic,80,0.307,92.995,0.81,-7.215,0.0779,0.697,0.12,0.00298,1,9,82509,0.16,80
Could've Been (feat. Bryson Tiller),"H.E.R., Bryson Tiller",chill,75,0.352,102.679,0.45,-11.733,0.249,0.408,0.267,3.8e-06,0,1,252747,0.649,75
Foolish,Ashanti,happy,72,0.695,90.119,0.665,-5.763,0.106,0.707,0.0532,0.0,1,0,227387,0.347,72
Fallin',Alicia Keys,other,76,0.609,95.986,0.652,-7.519,0.233,0.482,0.037,0.00101,0,11,210200,0.263,76
Nobody Gets Me,SZA,sad,84,0.284,99.796,0.358,-8.285,0.183,0.276,0.0285,0.0,1,7,180853,0.805,84
Clouded,Brent Faiyaz,chill,78,0.344,65.203,0.583,-8.765,0.143,0.581,0.0559,0.0,1,2,110129,0.774,78
So Sick,Ne-Yo,romantic,78,0.574,92.795,0.452,-8.336,0.189,0.578,0.311,0.0,1,6,207187,0.245,78
The Boy Is Mine,"Brandy, Monica",happy,73,0.707,93.145,0.704,-6.537,0.318,0.761,0.0391,0.00106,0,1,294787,0.539,73
Yo (Excuse Me Miss),Chris Brown,other,71,0.612,86.768,0.536,-5.847,0.209,0.57,0.272,0.0,1,4,229040,0.119,71
Kill Bill,SZA,other,86,0.735,88.98,0.644,-5.747,0.161,0.418,0.0391,0.144,1,8,153947,0.0521,86
Forever Yours,Brent Faiyaz,other,77,0.503,137.007,0.646,-7.472,0.652,0.789,0.0312,0.000279,1,2,96369,0.00426,77
No One,Alicia Keys,other,76,0.552,90.098,0.641,-5.423,0.148,0.152,0.0283,4.63e-06,0,1,254524,0.027,76
Hey Daddy (Daddy's Home),USHER,other,76,0.698,95.975,0.59,-4.262,0.107,0.352,0.0286,0.0,1,11,224093,0.000176,76
Sativa,"Jhené Aiko, Swae Lee",happy,76,0.61,125.99,0.741,-7.34,0.534,0.72,0.0511,0.0,0,6,276960,0.316,76
